,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Default,HighMonthlyCharges,ShortTenure
3521,5364,1,0,0,0,3.0,1,0,0,0,0,0,0,0,0,0,1,2,43.3,123.65,1,0,1
3522,514,1,0,1,0,70.0,1,0,1,2,2,2,2,2,2,1,1,0,109.5,7534.65,1,1,0
3529,3290,0,1,0,0,11.0,1,2,1,0,0,0,0,0,2,0,1,1,84.8,906.85,1,1,1
3530,4155,0,1,1,0,50.0,1,2,1,0,2,2,0,2,0,0,1,2,95.05,4888.7,1,1,0
3531,6358,1,1,0,0,5.0,1,0,0,0,0,2,0,0,0,0,0,2,50.35,237.25,1,0,1
3532,2628,1,0,1,0,1.0,1,2,1,0,0,0,0,0,0,0,1,0,74.6,74.6,1,1,1
3533,1601,1,0,0,0,16.0,1,0,2,1,1,1,1,1,1,0,1,3,19.7,342.4,1,0,1
3537,6648,0,0,0,0,15.0,1,0,0,0,0,2,0,0,2,0,1,2,59.45,892.65,1,0,1
3539,1465,0,0,0,1,46.0,1,0,1,2,2,0,2,2,2,1,1,0,105.2,4822.85,1,1,0
3544,1509,1,0,0,0,8.0,1,0,0,0,0,0,0,0,0,0,1,3,45.15,438.4,1,0,1
3549,6290,1,0,1,0,31.0,1,2,1,0,2,2,0,2,0,0,0,2,93.8,3019.5,1,1,0
3555,659,1,0,0,0,32.0,1,0,1,0,0,0,2,2,2,0,1,2,96.2,3183.4,1,1,0
3556,5369,0,0,0,1,1.0,1,0,1,0,0,0,0,0,2,0,1,2,79.6,79.6,1,1,1
3560,4475,1,0,0,0,20.0,1,2,1,0,0,0,0,2,0,0,1,2,85.25,1734.5,1,1,1
3566,4251,1,0,0,0,26.0,1,2,1,0,0,0,2,0,0,0,1,2,80.5,2088.8,1,1,1
3567,1110,1,1,0,0,5.0,1,2,1,0,2,0,0,0,2,0,1,2,89.8,502.6,1,1,1
3570,3010,1,0,0,0,1.0,1,0,0,0,2,0,0,0,0,0,1,2,50.75,50.75,1,0,1
3572,1136,0,0,1,1,14.0,1,0,1,0,2,0,2,0,2,0,1,1,89.65,1208.35,1,1,1
3582,5328,1,0,0,0,36.0,1,0,0,0,2,0,2,0,2,1,1,3,65.4,2498.4,1,0,0
3585,160,0,0,0,1,9.0,1,0,0,0,0,2,2,2,2,0,1,3,72.9,651.4,1,1,1
3591,6146,1,0,0,0,5.0,0,1,0,2,0,2,2,0,0,0,0,3,40.0,223.45,1,0,1
3592,4394,1,1,0,0,9.0,1,2,1,0,2,0,0,2,2,0,1,1,99.45,919.4,1,1,1
3596,82,0,0,0,0,2.0,1,0,1,2,2,0,2,0,0,0,1,2,86.25,181.65,1,1,1
3597,4335,0,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,1,2,45.65,45.65,1,0,1
3598,6705,1,0,0,0,8.0,1,0,1,0,0,0,0,0,0,0,1,3,70.1,551.35,1,0,1
3600,1548,0,1,0,0,2.0,1,0,1,0,0,0,0,0,0,0,1,0,70.2,115.95,1,0,1
3601,2551,0,0,0,0,3.0,1,0,0,2,2,0,0,0,0,0,0,2,55.35,165.2,1,0,1
3605,6072,1,1,1,1,51.0,1,2,1,0,2,2,0,0,0,0,1,2,84.2,4146.05,1,1,0
3608,1037,1,0,0,0,2.0,1,0,0,0,0,0,0,0,0,0,0,3,45.85,81.0,1,0,1
3613,2240,1,0,0,0,39.0,1,2,1,0,0,0,0,0,0,0,0,2,75.25,3017.65,1,1,0
3615,1787,0,0,0,0,12.0,1,2,1,0,0,2,0,2,2,0,1,0,100.15,1164.3,1,1,1
3620,4890,1,1,1,1,26.0,1,2,1,0,2,2,0,2,2,0,0,2,105.75,2710.25,1,1,1
3622,2331,0,1,1,0,18.0,0,1,0,0,0,2,0,2,2,0,1,2,48.35,810.7,1,0,1
3626,2036,0,0,1,1,2.0,0,1,0,0,0,0,0,0,0,0,1,3,24.4,36.55,1,0,1
3635,7026,0,0,0,0,4.0,1,0,2,1,1,1,1,1,1,0,0,0,20.95,85.5,1,0,1
3636,1874,0,1,1,0,1.0,1,0,0,2,0,0,0,0,0,0,1,2,49.55,49.55,1,0,1
3642,2859,1,0,0,0,9.0,1,0,2,1,1,1,1,1,1,0,0,3,20.25,178.5,1,0,1
3643,5359,0,1,1,0,2.0,1,0,0,0,2,0,0,0,0,0,0,1,50.15,115.1,1,0,1
3645,1204,1,1,1,0,29.0,1,2,1,0,2,2,0,0,2,0,1,2,95.9,2745.2,1,1,0
3657,412,0,1,0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,2,25.25,25.25,1,0,1
3667,4538,0,0,0,0,9.0,1,0,0,0,0,0,0,0,0,0,0,2,45.15,416.45,1,0,1
3671,2229,0,0,1,1,50.0,1,2,1,0,0,0,0,2,0,0,1,0,84.4,4116.15,1,1,0
3676,6223,0,0,0,0,1.0,1,2,1,0,0,0,0,0,0,0,1,2,75.1,75.1,1,1,1
3677,6588,0,0,1,0,54.0,1,2,0,0,0,0,0,2,2,1,1,1,70.15,3715.65,1,0,0
3678,1167,1,0,0,0,42.0,1,2,1,0,2,0,0,2,2,0,1,2,101.75,4273.45,1,1,0
3679,5548,0,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,2,45.8,45.8,1,0,1
3684,855,1,0,0,0,1.0,1,0,2,1,1,1,1,1,1,0,1,3,20.1,20.1,1,0,1
3685,568,1,0,1,0,9.0,0,1,0,0,0,0,2,2,0,0,0,3,40.65,328.95,1,0,1
3686,3086,1,1,1,0,46.0,1,2,1,0,0,2,0,2,2,0,1,2,101.0,4680.05,1,1,0
3687,2595,1,0,0,0,1.0,1,0,1,0,0,0,0,0,0,0,1,2,69.1,69.1,1,0,1
3691,4163,0,0,0,0,13.0,1,2,1,0,0,0,0,0,0,0,1,3,75.0,999.45,1,1,1
3692,4849,1,0,1,1,19.0,1,0,1,0,2,0,2,2,2,1,0,0,100.0,1888.65,1,1,1
3694,6659,0,1,0,0,1.0,1,0,1,0,0,0,0,0,0,0,1,2,71.15,71.15,1,1,1
3695,4279,0,0,0,0,24.0,0,1,0,0,2,2,0,2,2,0,1,1,54.15,1240.25,1,0,1
3699,789,0,0,1,1,67.0,1,2,1,2,0,2,2,2,2,2,1,1,108.75,7156.2,1,1,0
3701,2189,0,0,1,0,6.0,1,0,0,0,0,0,2,0,0,0,1,2,49.15,270.8,1,0,1
3705,3975,1,0,0,1,20.0,1,0,2,1,1,1,1,1,1,0,1,2,19.4,374.5,1,0,1
3707,3380,0,1,0,0,20.0,1,2,1,2,0,0,0,0,0,0,1,2,79.15,1520.9,1,1,1
3718,4933,1,1,1,0,46.0,1,0,1,0,0,0,0,0,2,0,1,2,80.4,3605.2,1,1,0
3721,4737,0,0,1,0,11.0,1,2,1,0,2,0,0,2,2,0,1,2,102.0,1145.35,1,1,1
3726,1957,0,0,0,0,2.0,1,0,2,1,1,1,1,1,1,0,0,3,20.65,38.7,1,0,1
3730,661,0,0,0,0,1.0,1,0,1,0,0,0,0,0,0,0,1,3,70.8,70.8,1,1,1
3731,1322,1,0,0,0,16.0,1,2,1,0,0,0,2,0,2,0,1,1,89.05,1448.6,1,1,1
3732,6382,0,0,0,0,3.0,1,2,1,0,0,0,0,2,2,0,1,2,96.6,291.9,1,1,1
3735,4804,0,0,1,0,57.0,1,2,1,0,2,2,0,2,2,0,1,1,104.5,5921.35,1,1,0
3742,6057,0,0,0,0,5.0,1,2,0,0,0,0,0,0,0,0,1,3,50.6,249.95,1,0,1
3748,1646,1,0,0,1,4.0,1,0,0,2,0,0,0,0,0,0,0,2,49.35,219.65,1,0,1
3750,1811,1,0,0,0,7.0,1,0,1,0,2,0,0,2,2,0,1,2,94.25,669.0,1,1,1
3751,3364,0,0,1,0,1.0,1,0,1,0,0,0,0,0,0,0,1,2,68.95,68.95,1,0,1
3754,3079,1,1,0,0,2.0,1,2,1,0,0,0,0,2,2,0,1,2,93.85,196.75,1,1,1
3760,5976,1,0,0,0,4.0,1,2,1,0,0,0,0,0,0,0,1,2,76.05,318.9,1,1,1
3761,6443,1,0,0,0,1.0,0,1,0,0,0,0,0,0,0,0,1,3,24.45,24.45,1,0,1
3764,5285,1,0,0,0,7.0,1,2,1,0,0,2,0,2,0,0,1,1,89.35,631.85,1,1,1
3768,2052,1,0,1,0,4.0,1,0,1,0,0,0,0,2,0,0,1,2,80.35,307.4,1,1,1
3771,2942,0,1,0,0,1.0,1,0,0,2,0,2,0,0,0,0,1,2,55.8,55.8,1,0,1
3776,4215,1,0,0,0,1.0,1,0,1,0,0,0,0,2,0,0,1,2,79.05,79.05,1,1,1
3777,468,1,0,1,0,1.0,1,0,1,2,0,0,0,2,2,0,1,2,95.0,95.0,1,1,1
3778,5863,0,0,0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,3,25.2,25.2,1,0,1
3780,1262,1,1,0,0,41.0,1,2,1,0,0,2,0,2,2,0,1,2,98.4,4187.75,1,1,0
3784,6083,1,1,1,1,66.0,1,2,0,2,2,2,2,2,0,2,0,1,79.4,5154.6,1,1,0
3789,3494,1,1,0,0,35.0,1,2,1,0,0,2,0,2,2,0,1,2,101.4,3496.3,1,1,0
3790,5912,1,1,1,0,10.0,1,2,1,0,0,2,0,0,2,0,1,2,89.8,914.3,1,1,1
3793,1170,1,0,1,0,54.0,1,0,1,2,2,2,2,2,2,2,0,0,109.75,6110.2,1,1,0
3795,4666,1,0,0,0,2.0,1,0,2,1,1,1,1,1,1,1,0,1,19.3,28.3,1,0,1
3797,4759,0,1,0,0,26.0,1,0,1,0,0,0,0,2,2,0,1,2,91.25,2351.8,1,1,1
3801,6066,0,0,0,0,15.0,1,2,0,0,0,0,0,0,0,0,1,2,49.1,679.55,1,0,1
3804,2031,0,0,0,0,31.0,1,2,0,2,0,2,2,0,0,0,0,1,65.25,1994.3,1,0,0
3806,4172,0,1,0,0,18.0,1,2,1,0,2,0,2,0,0,0,1,2,85.45,1505.85,1,1,1
3808,1738,1,0,1,0,61.0,1,2,1,0,2,0,2,2,0,2,1,2,94.1,5638.3,1,1,0
3810,6092,1,1,0,0,1.0,1,0,1,0,0,0,0,0,0,0,1,2,71.65,71.65,1,1,1
3812,6075,1,0,1,0,24.0,1,2,1,0,2,2,0,2,2,0,1,2,104.65,2542.45,1,1,1
3820,6541,0,0,0,0,3.0,1,2,1,0,0,0,0,0,0,0,1,2,74.25,210.3,1,1,1
3826,1235,0,1,0,0,1.0,1,2,1,0,0,0,0,0,0,0,1,2,74.2,74.2,1,1,1
3834,5927,1,1,1,0,43.0,1,2,1,0,2,0,0,2,2,0,1,2,101.0,4388.4,1,1,0
3835,1817,1,0,1,0,4.0,1,2,1,0,2,0,0,2,2,0,1,2,100.2,420.2,1,1,1
3836,4923,1,1,1,0,25.0,1,2,1,2,0,0,0,0,2,1,1,2,89.05,2177.45,1,1,1
3839,1599,0,0,1,1,57.0,1,0,0,2,0,0,0,2,2,1,1,0,70.1,3913.3,1,0,0
3842,2755,0,0,0,0,4.0,1,0,1,0,2,2,2,2,2,1,1,2,105.65,443.9,1,1,1
3846,2831,1,1,1,0,36.0,1,2,1,0,2,0,0,2,2,0,1,2,96.5,3436.1,1,1,0
3848,550,1,1,1,0,1.0,1,0,1,0,0,0,0,0,0,0,0,3,70.85,70.85,1,1,1
3849,2511,0,0,0,0,35.0,1,2,0,2,0,2,2,2,2,1,1,1,85.95,3110.1,1,1,0
3850,2,1,0,0,0,4.0,1,0,1,0,0,2,0,0,0,0,1,2,73.9,280.85,1,1,1
3854,3581,0,0,1,0,58.0,1,2,1,2,2,2,0,2,2,2,1,0,109.45,6144.55,1,1,0
3869,3378,0,0,0,0,30.0,1,2,1,0,2,0,0,2,2,0,1,2,100.2,2983.8,1,1,0
3873,962,0,0,1,1,21.0,1,0,1,0,2,0,0,0,0,0,1,0,74.05,1565.7,1,1,1
3876,3755,1,0,0,0,3.0,1,2,1,0,0,2,0,2,2,0,1,0,101.55,298.35,1,1,1
3880,1653,1,1,1,1,41.0,1,2,1,0,2,2,2,2,2,1,1,2,111.95,4534.9,1,1,0
3882,2006,0,0,1,1,21.0,0,1,0,2,0,2,0,2,2,1,1,2,55.95,1157.05,1,0,1
3884,5218,1,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,2,45.75,45.75,1,0,1
3892,3129,1,0,0,0,11.0,1,0,1,0,2,0,0,0,0,0,0,2,74.95,815.5,1,1,1
3893,4305,0,0,0,0,1.0,1,0,1,0,0,0,0,0,2,0,0,1,80.15,80.15,1,1,1
3895,2724,0,0,1,0,72.0,1,2,1,0,2,2,2,2,2,1,1,2,109.25,8109.8,1,1,0
3910,4067,0,0,0,0,3.0,0,1,0,0,0,0,0,2,0,0,0,1,35.2,108.95,1,0,1
3911,4513,0,0,1,0,1.0,1,0,1,0,0,0,0,2,0,0,0,2,78.8,78.8,1,1,1
3915,6303,0,0,0,0,47.0,1,2,1,0,2,2,0,2,2,0,1,2,106.4,5127.95,1,1,0
3916,676,1,0,0,0,18.0,1,0,0,2,0,0,0,0,0,0,0,2,49.4,874.8,1,0,1
3922,2715,1,1,0,0,1.0,1,0,1,0,0,0,0,0,0,0,0,2,69.1,69.1,1,0,1
3923,4467,1,0,1,1,20.0,1,0,1,0,0,0,0,2,2,0,1,2,90.2,1776.55,1,1,1
3924,6355,0,0,0,0,6.0,1,2,1,0,0,0,0,2,2,0,1,0,93.55,536.4,1,1,1
3928,3736,1,0,0,0,1.0,1,0,1,0,0,0,0,0,2,0,1,3,80.85,80.85,1,1,1
3929,5470,0,0,1,1,48.0,1,2,1,0,0,0,0,0,2,1,1,3,82.05,4029.95,1,1,0
3932,3058,1,0,1,0,3.0,1,0,2,1,1,1,1,1,1,0,1,1,20.55,51.15,1,0,1
3937,896,0,1,0,0,2.0,1,2,1,0,0,2,0,0,0,0,1,2,78.55,149.55,1,1,1
3944,6307,0,0,0,1,1.0,1,0,1,0,0,0,0,0,2,0,0,2,78.65,78.65,1,1,1
3947,4930,1,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,1,2,42.9,42.9,1,0,1
3950,2686,0,0,0,0,3.0,0,1,0,2,0,0,2,0,0,0,0,3,34.25,139.35,1,0,1
3951,3637,0,0,0,0,9.0,0,1,0,2,0,2,2,2,2,0,0,3,58.5,539.85,1,0,1
3955,4005,1,1,0,0,49.0,1,2,1,0,0,0,0,2,2,0,1,2,96.2,4718.25,1,1,0
3958,3131,0,1,0,0,6.0,1,0,1,0,0,2,0,0,0,0,0,2,74.4,434.1,1,1,1
3961,3193,0,0,1,0,6.0,1,2,1,0,2,2,0,2,2,0,1,2,105.3,545.2,1,1,1
3963,3242,1,0,1,0,16.0,1,2,1,0,0,0,0,0,0,0,1,0,73.85,1284.2,1,1,1
3967,6325,0,1,1,0,7.0,1,2,1,0,0,0,0,0,2,0,1,2,84.55,646.85,1,1,1
3976,6013,0,0,0,0,25.0,1,2,2,1,1,1,1,1,1,2,0,1,24.75,692.1,1,0,1
3980,1973,0,1,0,0,20.0,1,2,1,0,0,0,0,0,2,0,1,1,85.8,1727.5,1,1,1
3981,3728,0,0,0,0,4.0,0,1,0,0,0,0,0,0,0,0,1,2,24.45,86.6,1,0,1
3985,6254,1,0,0,0,28.0,1,2,1,0,2,2,0,2,2,0,1,2,105.7,2979.5,1,1,1
3988,915,1,0,0,0,1.0,0,1,0,0,0,0,0,0,0,0,1,2,24.25,24.25,1,0,1
3992,5404,0,0,0,0,11.0,1,2,1,0,0,0,0,0,0,0,1,2,76.5,837.95,1,1,1
3996,1177,0,0,0,0,4.0,1,2,1,0,2,0,2,0,2,0,1,2,93.5,362.2,1,1,1
3999,275,0,1,1,0,54.0,1,2,1,0,2,0,0,2,2,1,1,1,101.5,5373.1,1,1,0
4000,417,1,0,0,1,28.0,1,0,1,2,0,0,0,0,0,0,1,0,74.9,2068.55,1,1,1
4004,3737,0,1,0,0,2.0,1,0,1,0,0,0,0,0,0,0,1,2,69.6,131.65,1,0,1
4010,1753,1,0,0,0,1.0,1,2,2,1,1,1,1,1,1,0,1,3,24.05,24.05,1,0,1
4017,4738,0,0,0,0,1.0,1,0,0,0,2,0,0,0,0,0,0,2,50.55,50.55,1,0,1
4024,4679,1,0,0,0,14.0,1,2,1,0,2,0,0,2,2,0,1,2,100.55,1415.55,1,1,1
4026,2970,0,0,1,1,1.0,1,0,2,1,1,1,1,1,1,0,1,3,20.5,20.5,1,0,1
4030,2071,1,0,0,0,4.0,1,0,1,0,0,2,0,0,0,0,1,0,74.8,321.9,1,1,1
4032,3960,0,0,1,0,20.0,0,1,0,0,0,0,0,0,0,0,1,2,24.45,482.8,1,0,1
4050,2567,0,0,0,0,14.0,1,0,1,0,0,0,0,0,0,0,1,1,71.0,914.0,1,1,1
4057,6798,0,1,0,0,30.0,0,1,0,0,0,2,0,2,0,0,1,2,40.3,1172.95,1,0,0
4061,2322,0,0,0,0,3.0,0,1,0,0,2,0,0,2,2,0,1,2,50.6,155.35,1,0,1
4063,1984,0,0,1,1,40.0,1,2,1,0,0,2,2,0,0,0,1,2,84.85,3303.05,1,1,0
4064,2381,0,0,1,1,2.0,1,0,0,0,0,0,0,2,2,0,0,3,65.7,134.35,1,0,1
4067,1285,0,0,0,0,1.0,1,0,1,0,0,0,0,0,0,0,0,2,70.5,70.5,1,1,1
4068,2115,0,0,0,0,10.0,1,2,1,0,2,2,0,0,2,0,1,2,94.85,953.45,1,1,1
4070,5131,1,0,0,0,1.0,1,0,2,1,1,1,1,1,1,0,0,3,19.75,19.75,1,0,1
4078,5449,1,0,1,1,14.0,1,0,0,2,2,0,0,2,0,0,1,2,65.45,937.6,1,0,1
4079,646,1,1,1,0,58.0,1,2,1,0,0,2,0,2,2,0,1,2,98.7,5812.6,1,1,0
4083,431,1,0,1,1,22.0,1,0,0,2,0,2,2,2,0,1,1,0,67.5,1544.05,1,0,1
4086,5436,0,0,0,0,1.0,1,0,1,0,0,0,0,0,0,0,1,2,69.6,69.6,1,0,1
4087,67,1,0,1,0,49.0,1,2,0,2,0,2,2,2,2,1,0,2,84.35,4059.35,1,1,0
4088,209,0,1,1,0,68.0,1,2,1,0,2,0,0,2,2,0,1,2,100.2,6851.65,1,1,0
4089,1904,0,0,0,0,1.0,1,0,1,0,0,0,0,2,0,0,0,2,78.05,78.05,1,1,1
4093,819,1,0,0,0,7.0,1,2,1,0,0,0,0,0,0,0,0,2,73.6,520.0,1,1,1
4094,2982,0,0,0,0,9.0,1,2,1,0,0,0,0,0,0,0,1,2,74.75,706.6,1,1,1
4103,3800,1,0,0,0,1.0,1,0,2,1,1,1,1,1,1,0,1,3,20.2,20.2,1,0,1
4111,6475,0,1,1,0,24.0,1,2,1,0,0,0,0,2,2,0,1,2,93.55,2264.05,1,1,1
4114,513,1,0,0,0,2.0,0,1,0,0,0,0,0,0,0,0,1,2,25.05,56.35,1,0,1
4126,389,1,1,1,0,27.0,1,2,1,0,2,2,0,0,2,0,1,2,95.55,2510.2,1,1,1
4133,3221,1,0,0,0,57.0,0,1,0,0,2,0,0,2,0,0,1,2,39.3,2111.45,1,0,0
4136,1987,0,0,0,0,1.0,1,0,2,1,1,1,1,1,1,0,1,3,20.25,20.25,1,0,1
4137,4837,0,0,0,0,13.0,0,1,0,0,0,0,0,0,0,0,1,2,23.9,300.8,1,0,1
4143,3963,0,0,0,0,1.0,1,0,1,0,0,2,0,2,0,0,1,2,85.45,85.45,1,1,1
4145,1890,0,0,0,0,63.0,1,2,1,0,2,0,0,2,2,1,0,0,99.9,6137.0,1,1,0
4148,3387,1,0,0,0,25.0,1,2,1,0,0,0,0,0,2,0,1,2,84.8,2043.45,1,1,1
4151,6908,1,0,1,0,35.0,1,2,1,0,0,0,0,0,0,0,1,2,75.2,2576.2,1,1,0
4154,4638,1,0,1,0,71.0,0,1,0,0,2,0,0,2,2,2,0,2,49.35,3515.25,1,0,0
4159,2954,1,0,0,0,6.0,1,2,1,0,0,0,0,0,0,0,1,2,74.9,469.8,1,1,1
4174,2556,0,0,0,0,15.0,1,0,1,0,2,2,0,2,2,0,1,2,101.25,1457.25,1,1,1
4176,6356,1,0,0,0,9.0,1,0,2,1,1,1,1,1,1,0,1,3,18.95,185.6,1,0,1
4179,2294,0,0,0,0,37.0,0,1,0,0,0,0,2,0,0,0,0,1,28.6,973.55,1,0,0
4185,3890,0,1,0,0,2.0,0,1,0,0,0,0,0,0,0,0,0,2,24.35,41.85,1,0,1
4187,3448,0,1,0,0,29.0,1,2,1,0,0,0,2,2,2,0,0,2,98.65,2862.75,1,1,0
4189,336,1,1,1,0,5.0,1,2,1,0,0,2,0,0,0,0,1,0,79.9,343.95,1,1,1
4193,1615,0,1,0,0,28.0,1,2,1,0,0,2,2,2,2,0,1,2,103.3,2890.65,1,1,1
4195,2621,0,0,1,0,11.0,1,2,1,2,0,0,2,2,0,0,1,1,96.2,1222.05,1,1,1
4204,2863,1,0,1,0,55.0,1,2,1,0,0,2,2,2,2,1,1,2,104.15,5743.05,1,1,0
4216,1368,1,1,0,0,24.0,1,2,1,0,2,2,0,2,2,0,1,1,102.95,2496.7,1,1,1
4217,4091,0,0,0,0,1.0,1,0,1,0,0,0,0,2,2,0,0,2,90.6,90.6,1,1,1
4218,2572,0,0,0,0,6.0,1,0,0,0,0,0,2,0,0,0,1,0,50.8,288.05,1,0,1
4219,2953,1,0,0,0,4.0,1,2,1,0,2,0,0,0,2,0,1,2,90.05,368.1,1,1,1
4231,2450,0,0,1,0,3.0,1,2,1,0,0,0,0,0,0,0,1,2,75.85,256.6,1,1,1
4233,4541,1,0,1,1,1.0,1,0,1,0,0,0,0,0,0,0,1,2,68.5,68.5,1,0,1
4235,3590,1,0,0,0,11.0,1,0,1,2,0,0,0,0,0,0,1,2,73.5,791.75,1,1,1
4237,2130,0,0,0,0,1.0,1,0,1,0,0,0,0,0,0,0,1,3,69.95,69.95,1,0,1
4242,4761,1,0,0,0,5.0,1,0,0,0,0,2,0,2,2,0,1,2,70.05,346.4,1,0,1
4245,1074,1,0,0,0,8.0,1,2,1,0,2,2,0,2,0,0,1,2,94.0,773.65,1,1,1
4246,1455,0,0,1,1,22.0,1,0,0,2,2,2,0,0,0,0,0,3,61.15,1422.05,1,0,1
4259,1846,1,0,1,0,29.0,1,2,1,2,2,0,0,0,0,0,1,2,84.45,2467.1,1,1,0
4260,1460,1,0,1,0,13.0,1,2,0,0,0,2,0,2,2,1,1,3,75.3,989.45,1,1,1
4263,6572,0,1,1,0,43.0,1,2,1,2,0,2,2,2,2,1,1,3,109.55,4830.25,1,1,0
4264,738,0,0,0,0,3.0,1,0,2,1,1,1,1,1,1,0,1,3,19.6,59.75,1,0,1
4267,3893,1,1,0,0,2.0,1,0,0,2,0,2,0,2,0,0,0,0,66.4,94.55,1,0,1
4270,1800,1,1,1,0,66.0,1,2,1,0,0,0,2,2,2,0,1,1,100.05,6871.9,1,1,0
4271,3862,1,0,0,0,62.0,1,2,1,2,2,0,2,0,2,1,0,2,102.0,6529.25,1,1,0
4274,6465,1,0,1,0,17.0,1,2,1,2,2,2,0,0,0,0,0,1,90.2,1454.15,1,1,1
4277,708,1,0,1,0,56.0,1,2,2,1,1,1,1,1,1,2,1,1,25.15,1327.15,1,0,0
4278,2685,0,0,0,0,31.0,1,2,1,0,0,0,2,0,0,0,1,1,79.85,2404.15,1,1,0
4281,845,0,0,0,0,2.0,1,0,0,0,2,0,0,0,0,0,1,3,49.6,114.7,1,0,1
4292,4549,0,1,1,0,66.0,1,2,1,0,0,2,2,2,2,1,1,1,105.95,6975.25,1,1,0
4293,3858,1,0,0,1,3.0,1,2,1,0,0,2,0,0,2,0,0,2,91.85,257.05,1,1,1
4295,5484,0,0,1,1,1.0,0,1,0,0,0,0,2,2,0,0,0,2,40.1,40.1,1,0,1
4297,1421,0,1,0,0,31.0,1,2,1,0,0,0,0,0,0,0,1,2,73.9,2217.15,1,1,0
4298,1433,0,0,0,0,14.0,1,0,1,0,0,0,0,2,2,0,1,3,89.8,1129.1,1,1,1
4301,3123,0,0,1,1,35.0,1,2,0,2,0,2,2,2,0,0,0,2,72.25,2568.55,1,1,0
4312,4889,0,1,0,0,37.0,1,2,1,0,0,0,0,2,2,0,1,2,96.55,3580.3,1,1,0
4316,1477,0,0,0,0,7.0,0,1,0,0,2,0,0,0,2,0,1,1,40.1,293.3,1,0,1
4319,3198,1,1,0,0,24.0,1,2,1,0,2,0,0,2,2,0,1,2,101.25,2440.15,1,1,1
4320,6354,0,0,0,0,1.0,1,0,1,0,0,0,0,2,0,0,0,2,79.55,79.55,1,1,1
4328,2589,0,0,0,0,32.0,1,2,1,0,0,0,0,2,0,1,0,2,84.05,2781.85,1,1,0
4331,1006,1,0,0,0,1.0,1,0,1,0,0,0,0,2,2,0,1,2,89.1,89.1,1,1,1
4334,2066,0,0,1,1,17.0,1,2,1,2,0,2,0,2,0,0,0,2,94.4,1607.2,1,1,1
4335,2818,1,0,0,0,19.0,1,0,1,0,2,2,0,0,0,0,1,2,78.25,1490.95,1,1,1
4346,2636,1,1,0,0,2.0,1,0,0,0,0,0,0,0,0,0,1,2,44.15,92.65,1,0,1
4348,5062,0,1,0,0,8.0,1,2,1,0,0,0,0,0,0,0,1,2,75.75,606.25,1,1,1
4353,4328,0,0,0,0,1.0,1,0,2,1,1,1,1,1,1,0,1,3,19.1,19.1,1,0,1
4354,5601,1,1,1,0,1.0,1,2,1,2,0,0,0,0,0,0,1,2,80.3,80.3,1,1,1
4358,4965,0,0,0,0,1.0,1,0,1,0,0,2,0,0,0,0,1,2,74.9,74.9,1,1,1
4373,1159,0,1,0,0,9.0,1,0,1,0,0,0,0,2,0,0,1,2,80.85,751.65,1,1,1
4374,1772,1,0,0,0,3.0,0,1,0,0,0,0,0,0,0,0,0,2,24.75,66.95,1,0,1
4386,5288,0,1,0,0,49.0,1,2,1,0,0,2,0,0,2,0,1,1,90.85,4515.85,1,1,0
4389,6091,0,0,1,0,2.0,1,0,1,0,2,2,0,0,0,0,0,0,79.7,165.0,1,1,1
4391,2369,1,0,1,1,55.0,1,0,0,2,2,0,2,0,0,2,0,0,57.55,3046.4,1,0,0
4398,1391,0,0,1,0,21.0,1,2,1,0,0,0,0,0,2,0,1,2,86.5,1808.7,1,1,1
4400,3902,0,0,1,1,69.0,1,2,1,0,2,2,0,2,2,0,1,2,103.95,7446.9,1,1,0
4401,19,1,1,0,0,1.0,0,1,0,0,0,0,0,0,0,0,1,2,25.1,25.1,1,0,1
4407,6367,1,0,0,0,39.0,0,1,0,2,2,0,2,2,0,0,1,1,48.95,1880.85,1,0,0
4410,5963,1,0,1,1,6.0,1,0,1,0,2,0,0,0,2,0,1,1,83.55,477.55,1,1,1
4418,1214,0,1,0,0,17.0,1,0,1,0,2,2,0,2,0,0,1,2,89.15,1496.9,1,1,1
4422,347,1,0,0,1,1.0,1,0,1,0,0,0,0,0,0,0,1,3,70.45,70.45,1,1,1
4423,253,1,0,1,0,58.0,1,0,0,2,2,2,0,0,0,1,0,1,60.3,3563.8,1,0,0
4429,3312,1,0,0,1,1.0,0,1,0,0,0,0,0,0,0,0,0,2,24.75,24.75,1,0,1
4433,3868,1,0,1,1,19.0,1,2,1,0,0,2,2,2,2,0,0,2,103.3,2012.7,1,1,1
4447,6922,1,0,0,0,3.0,1,0,1,0,0,0,0,2,0,0,1,2,78.5,242.05,1,1,1
4449,87,0,0,0,0,3.0,1,0,2,1,1,1,1,1,1,0,0,3,19.85,63.75,1,0,1
4451,4357,1,1,0,0,3.0,1,0,1,0,0,0,0,2,0,0,1,2,79.9,260.9,1,1,1
